,Month,3_days_SR(%),4_days_SR(%)
0,Sep/20,40.0,50.0
1,Oct/20,87.09677419354838,93.54838709677419
2,Nov/20,70.0,83.33333333333333
3,Dec/20,83.87096774193549,93.54838709677419
4,Jan/21,80.64516129032258,93.54838709677419
5,Feb/21,67.85714285714286,75.0
6,Mar/21,54.83870967741935,77.41935483870968
