,Month,3_days_SR(%),4_days_SR(%)
0,Sep/20,33.333333333333336,43.333333333333336
1,Oct/20,77.41935483870968,90.3225806451613
2,Nov/20,93.33333333333333,96.66666666666667
3,Dec/20,90.3225806451613,96.7741935483871
4,Jan/21,87.09677419354838,96.7741935483871
5,Feb/21,60.714285714285715,71.42857142857143
6,Mar/21,67.74193548387096,87.09677419354838
